id,genus,species
laguna2021b,Cervus,elaphus
kaufmann2013,Bos,taurus
alsaaod2019,Bos,taurus
shoji2016,Alca,torda
furukawa2011,Coryphaena,hippurus
newman2012,Anser,indicus
griffiths2020,Mustelus,asterias
crawford2019,NA,NA
hempstead2018,Capra,aegagrus
denryter2021,NA,NA
baruchmordo2014,Ursus,americanus
roquet2014,Mirounga,leonina
naik2018,Felis,catus
carpenterkling2017,Pygoscelis,papua
gatt2020,Anser,anser
parlin2022,Terrapene,carolina
vanderhoop2017,NA,NA
dehnhard2020,Thalassoica,antarctica
liechti2018,Acrocephalus,arundinaceus
raby2020,Oncorhynchus,tshawytscha
gruen2017,Felis,catus
holser2023a,NA,NA
giroux2022,Myrmecophaga,tridactyla
osborne2020,NA,NA
grecian2016a,Pachyptila,vittata
hetem2012b,Gazella,subgutturosa
lester2023,Mirounga,leonina
hvas2020,Salmo,salar
abecia2022a,Ovis,aries
sherub2017,Gyps,himalayensis
olejarz2023,Sus,scrofa
therrien2012,Bubo,scandiacus
duporge2022,Loxodonta,africana
rozhnov2020,Panthera,pardus
anderson2007,Capra,aegagrus
tomkins2007,Bos,taurus
braun2018b,Prionace,glauca
royer2008,Dermochelys,coriacea
dealmeida2013,Halobatrachus,didactylus
powlesland2011,Hemiphaga,novaeseelandiae
queiroz2010,Prionace,glauca
ladds2016,Arctocephalus,pusillus
nuijten2020b,Cygnus,columbianus
semenzato2021,Capra,ibex
hurford2009,Canis,lupus
nielsen2009,Makaira,nigricans
forinwiart2015,Canis,lupus
buil2019,Lemur,catta
lauderdale2021a,Tursiops,aduncus
hummell2022,NA,NA
gill2009,Limosa,lapponica
groom2014,Calyptorhynchus,baudinii
willemoes2014,Cuculus,canorus
farhadinia2018,Panthera,pardus
bridge2011,NA,NA
zucco2009,Ozotoceros,bezoarticus
sherrillmix2008,Dermochelys,coriacea
rasmussen2013,NA,NA
paton2020,Sterna,hirundo
tobin2021b,Bos,taurus
klaassen2011,Pandion,haliaetus
leosbarajas2017b,Phocoena,phocoena
burdett2007,Lynx,canadensis
queiroz2017,Prionace,glauca
ganskopp2007,Bos,taurus
heurich2012,Capreolus,capreolus
akiyama2019,Megaptera,novaeangliae
magowan2022,Meles,meles
santos2021,Isurus,oxyrinchus
andersen2014,NA,NA
mitchell2021,Gopherus,agassizii
ironside2017c,NA,NA
french2019,Canis,latrans
kaczensky2019,Equus,hemionus
toth2016,Capreolus,capreolus
baker2015,NA,NA
carey2011,NA,NA
kour2018,Bos,taurus
nielsen2023c,NA,NA
ullmann2018,NA,NA
melovski2020,Lynx,lynx
feldt2016,Bos,taurus
maurmann2021,Capra,aegagrus
sarova2010,Bos,taurus
soares2021,NA,NA
chang2022,Bos,taurus
eriksen2011,NA,NA
hart2018a,NA,NA
gilbert2010,Anser,indicus
rothwell2011,Loxodonta,africana
mcclintock2017a,NA,NA
corrigan2018,NA,NA
buechley2021,Neophron,percnopterus
oksanen2014,Halichoerus,grypus
perona2019,NA,NA
cianchettibenedetti2017,Calonectris,diomedea
jahn2021,Rostrhamus,sociabilis
ruizmirazo2011,Bos,taurus
watanabe2021a,Bos,taurus
rodriguez2013,Otaria,flavescens
laporte2010,Bos,taurus
wilson2023a,NA,NA
wright2021a,Thunnus,albacares
northrup2019,Odocoileus,hemionus
murillo2020,Gallus,gallus
cooper2008,Odocoileus,virginianus
owensmith2013a,NA,NA
wilson2012a,Phalacrocorax,atriceps
takahashi2009,Phascolarctos,cinereus
chivers2016,Rissa,tridactyla
pirotta2018a,NA,NA
koper2009,Rangifer,tarandus
brooks2009,NA,NA
brischoux2010,NA,NA
fontes2018,Prionace,glauca
huckstadt2012,NA,NA
dragon2012a,Mirounga,leonina
maublanc2018,Capreolus,capreolus
fuller2009,Chelonia,mydas
moore2013,Eubalaena,glacialis
thurfjell2013,Sus,scrofa
huckstadt2020,NA,NA
kennerley2019,Solenodon,paradoxus
mul2019,Orcinus,orca
kattas2013,Ovis,aries
byrne2019a,Coragyps,atratus
yamaguchi2012b,Pernis,ptilorhynchus
farhadinia2020a,NA,NA
dolmia2007,Loxodonta,africana
kai2020,Prionace,glauca
heerah2017a,Leptonychotes,weddellii
dickinson2021b,Capra,hircus
mustonen2012,Nyctereutes,procyonoides
fujita2023,Caretta,caretta
freitas2008a,NA,NA
haan2010,Bos,taurus
andersen2020,NA,NA
sveegaard2012,NA,NA
ranglack2022,Cervus,canadensis
kamau2021,Papio,anubis
mikkelsen2019,Halichoerus,grypus
dodge2015,NA,NA
white2022,Ginglymostoma,cirratum
mullen2013,Meles,meles
soanes2014,halacrocorax,aristotelis
person2007,Rangifer,taran
abalomorla2022,NA,NA
payne2011,Sepia,apama
gulka2023,NA,NA
morrison2021,NA,NA
stenhouse2022,Ursus,arctos
lu2023,Syrmaticus,reevesii
gutowsky2017b,NA,NA
fang2020,Cygnus,columbianus
payne2022,Tiliqua,rugosa
vanneer2023,Phoca,vitulina
watkins2018,Notamacropus,eugenii
stoen2010,Alces,alces
cassaigne2016,Puma,concolor
linsky2020,NA,NA
brownscombe2015,Lobatus,gigas
lescroel2020,Pygoscelis,adeliae
lei2020,Bos,grunniens
ge2011,Budorcas,taxicolor
clark2017a,NA,NA
regular2013,Uria,aalge
belonovich2016,Callorhinus,ursinus
mitchell2019,Caprimulgus,europaeus
clermont2021,Vulpes,lagopus
markham2013,Papio,cynocephalus
duerr2019,Aquila,chrysaetos
tancell2013,Diomedea,exulans
roug2020,Syncerus,cafer
logan2023a,Makaira,nigricans
reid2023,Lepus,timidus
garrote2021,NA,NA
lorentsen2019,Phalacrocorax,aristotelis
periquet2015,NA,NA
heinemeyer2019,Gulo,gulo
mulvenna2018,Bos,taurus
ryan2013,Phascolarctos,cinereus
hounslow2023,NA,NA
sibbald2011,NA,NA
berger2020,Erinaceus,europaeus
bennitt2015,Syncerus,caffer
wakefield2013,Morus,bassanus
zimmermann2014,Canis,lupus
sato2008,Phalacrocorax,aristotelis
harmse2022,Ovis,aries
hoskins2015,Arctocephalus,pusillus
pero2022,Cervus,canadensis
goncalves2022,Capra,aegagrus
mellone2011,NA,NA
payne2016,NA,NA
dzialak2013,Centrocercus,urophasianus
raynor2017,Bison,bison
parsons2008a,Equus,caballus
hooven2023a,Odocoileus,virginianus
isbell2016,Chlorocebus,pyge
maresh2015,Mirounga,angustirostris
wu2018,Anser,cygnoides
bjorneraas2012,NA,NA
authier2013,Calonectris,diomedea
cerritelli2022,Caretta,caretta
vantoor2013,NA,NA
havemann2022,Hippotragus,equinus
polito2017,Pygoscelis,adeliae
stevenson2019,Canis,latrans
oneill2020,Lycaon,pictus
muller2021,NA,NA
cerritelli2020,Anas,crecca
zhang2019a,Mephitis,mephitis
gray2022,NA,NA
metz2012,Canis,lupus
mossbrucker2016,Elephas,maximus
sliwa2023,Boselaphus,tragocamelus
bastillerousseau2016b,Chelonoidis,hoodensis
illan2017,NA,NA
dickson2022,Bos,taurus
frank2023,Odocoileus,hemionus
delgiudice2013,Odocoileus,virginianus
levaillant2012,Aptenodytes,patagonicus
vacquiegarcia2019,NA,NA
madden2008,Leptonychotes,weddellii
peignier2019,Rangifer,tarandus
snyman2018,Panthera,leo
wattles2018,NA,NA
zeppelin2019,Callorhinus,ursinus
derville2018,NA,NA
webb2011b,Cervus,elaphus
fais2015,Physeter,macrocephalus
hounslow2022,Natator,depressus
pigeon2020,NA,NA
dujon2017,NA,NA
ferdinandy2020,Canis,lupus
righton2016,Anguilla,anguilla
johnson2020,Rangifer,tarandus
poessel2018b,Gymnogyps,californianus
marchand2021b,Capreolus,capreolus
gunner2021b,NA,NA
pearce2023,Gallus,gallus
luo2015,NA,NA
mcguigan2021,Coryphaena,hippurus
murchie2011,NA,NA
liang2023,Dermochelys,coriacea
marchand2017a,Ovis,aries
melzheimer2018,Acinonyx,jubatus
marini2020,Ovis,aries
lowther2013,Neophoca,cinerea
meekan2015,Rhincodon,typus
martinezabrain2023,Canis,lupus
logan2023b,Istiophorus,platypterus
linnenschmidt2013,Phocoena,phocoena
montgomery2018,Cervus,elaphus
mortensen2021,Castor,fbre
linssen2019,Haematopus,ostralegus
lowther2015b,Erignathus,barbatus
menzies2022,Lynx,canadensis
matthews2011,Orcinus,orca
nussbaumer2023a,Jynx,torquilla
kour2021a,Bos,taurus
volpov2015,Arctocephalus,pusillus doriferus
kobayashi2008,Caretta,caretta
lok2012,Melanitta,perspicillata
sharples2009,Phoca,vitulina
zhang2020a,Anser,indicus
bartlambrooks2013a,Equus,burchelli antiquorum
thaxter2018,Larus,fuscus
cheng2009,Chelonia,mydas
cloyed2019,Trichechus,manatus
wilson2022,Oncorhynchus,nerka
soltis2016,Loxodonta,africana
sippel2007,Tetrapturus,audax
dickinson2020,Capra,aegagrus hircus
vanderlaan2021,Canis,familiaris
petrovskii2023,Mus,musculus
elhacen2013,Platalea,leucorodia
clarke2021,Seriola,lalandi
muhametsafina2014,Catostomus,commersonii
kahankova2022,Bos,taurus
asher2014,Cervus,elaphus
rus2017,Aquila,chrysaetos
ropertcoudert2007a,Pygoscelis,adeliae
colpoys2021,Canis,familiaris
brownscombe2020,Trachinotus,falcatus
balasso2023,Bos,taurus
buchmann2023,Camelus,ferus
schlenker2021,Coryphaena,hippurus
papastamatiou2010,Carcharhinus,melanopterus
bowlby2022,Carcharodon,carcharias
narazaki2009,Caretta,caretta
harrity2020,Rallus,obsoletus
cleasby2015,Morus,bassanus
bruggeman2007,Bison,bison
duengkae2022,Bos,gaurus
witt2008,Dermochelys,coriacea
graf2015,Castor,fiber
jin2022b,Garrulus,glandarius
pickens2017,Grus,americana
soutullo2007,Aquila,chrysaetos
askren2022,Branta,canadensis
freeman2013,Puffinus,puffinus
castle2015,Eptesicus,fuscus
schumm2021,Streptopelia,turtur
florko2023,Pusa,hispida
washburn2014,Pandion,haliaetus
isbell2017,Chlorocebus,pygerythrus
robinson2014,NA,NA
saldanha2023,Phaethon,aethereus
weilenmann2010,Panthera,pardus
sawa2020,Branta,bernicla
gaylord2014,Cervus,elaphus
solovyeva2021b,Erignathus,barbatus
lalla2022,Progne,subis
patterson2022,Uria,lomvia
owensmith2014b,Hippotragus,niger
king2013,Pelecanus,occidentalis
dellinger2013,Canis,rufus
mackay2012,Bos,taurus
bertoia2021,Mokopirirakau,NA
warren2020,Physeter,macrocephalus
cioffi2023,Ziphius,cavirostris
gharnit2020,Tamias,striatus
bodkin2007,Enhydra,lutris
parr2019,Anser,indicus
ferrarini2022,Falco,vespertinus
revelles2007b,Caretta,caretta
cozzi2020,Lycaon,pictus
meyer2018,Galeocerdo,cuvier
shariati2017,Branta,leucopsis
quaglietta2012,Lutra,lutra
cristescu2016a,Ursus,arctos
arthur2016,Arctocephalus,gazella
garrod2021,Calonectris,leucomelas
kanaji2020,Phocoenoides,dalli
felis2019,Ardenna,creatopus
garciajimenez2020b,Gypaetus,barbatus
pepin2008,Cervus,elaphus
owensmith2015b,Hippotragus,niger
li2022b,Bos,taurus
aoki2021,Grampus,griseus
setyawan2022,Mobula,alfredi
silvacaballero2022,Panthera,onca
collins2014,Equus,caballus
ditmer2015b,Ursus,americanus
leighty2010,Loxodonta,africana
thiem2016,Acipenser,fulvescens
pickholtz2022,Chlorurus,sordidus
johnson2016a,Bos,taurus
schmidt2023,Lynx,rufus
foley2021,Ziphius,cavirostris
whitney2021a,Python,bivittatus
beatty2015,Anas,platyrhynchos
shpak2010,Delphinapterus,leucas
zanon2022,Ovis,aries
riding2009,Myliobatis,tenuicaudatus
1272672000,Gulo,gulo
bailey2010,Bos,taurus
lopezlopez2022,Aquila,fasciata
lambert2022,Odocoileus,hemionus
leighty2009,Loxodonta,africana
sarout2018,Ovis,aries
skupien2016,Alligator,mississippiensis
stidsholt2023,Myotis,myotis
chynoweth2015,Capra,hircus
illan2022,Pelecanus,erythrorhynchos
rodenreynolds2022a,Odocoileus,virginianus
benson2018,Carcharodon,carcharias
ringgenberg2012,Sus,scrofa
kohut2014,Pygoscelis,adeliae
ito2013,NA,NA
ripperger2020a,Myotis,myotis
perezgarcia2013,Aquila,fasciata
cameron2018a,Erignathus,barbatus
harrington2020,Phalcoboenus,australis
lee2021a,Carcharodon,carcharias
elizaldearellano2012,NA,NA
yan2016,Budorcas,taxicolor
ropertcoudert2009,Phalacrocorax,carbo
sailer2021,Capra,hircus
williams2014,Odocoileus,virginianus
afonso2014,Galeocerdo,cuvier
rosen2018,Callorhinus,ursinus
bengsen2011,Felis,catus
recio2011b,Felis,catus
carravieri2020,Phalacrocorax,aristotelis
richard2020,Orcinus,orca
shih2020,NA,NA
enstipp2016,Chelonia,mydas
noda2013,Seriola,quinqueradiata
blanchet2014,Arctocephalus,gazella
hurme2019,Myotis,vivesi
scharf2016,NA,NA
woo2008,Uria,lomvia
reisinger2021,Megaptera,novaeangliae
potts2018,Oryx,leucoryx
gredzens2020,Lepidochelys,kempii
reeve2022,Amblyornis,macgregoriae
morellet2009,Capreolus,capreolus
dentinger2022,Sus,scrofa
silbernagel2011,Odocoileus,hemionus
quintella2009,Petromyzon,marinus
wilber2020,Sus,scrofa
thaxter2015,Larus,fuscus
guthrie2011,Meleagris,gallapavo
barkley2020,Somniosus,microcephalus
robson2016,Pecten,maximus
mccabe2021a,Aquila,chrysaetos
salton2022,Arctocephalus,gazella
mestre2014,Chelonia,mydas
schaub2020,Circus,pygargus
cade2022,Megaptera,novaeangliae
halpin2021,Calonectris,edwardsii
heidejorgensen2013,Monodon,monoceros
rubin2009,Ovis,canadensis
pascualrico2018,Ammotragus,lervia
bourgoin2009,Ovis,gmelini
yoganand2014,Connochaetes,taurinus
fortune2023,Balaena,mysticetus
schoenbaum2017,Bos,taurus
robinson2008,Arctocephalus,pusillus
rozhnov2015,Ursus,maritimus
pollock2020,Ursus,arctos
sapir2014,Eidolon,helvum
pot2019,Branta,leucopsis
hennig2018,Equus,ferus
luschi2020,Caretta,caretta
sur2021,Aquila,chrysaetos
mandel2011,Cathartes,aura
sahlsten2010,Alces,alces
price2022,Ovis,aries
bestley2009,Thunnus,maccoyii
bose2018,Odocoileus,hemionus
hartel2020,Tursiops,truncatus
peres2023,Mazama,gouazoubira
fujisaki2020,Caretta,caretta
udyawer2017,Hydrophis,curtus
furukawa2014,Thunnus,orientalis
recio2011a,Felis,catus
pikesley2015,Caretta,caretta
collins2015,Rissa,tridactyla
gurarie2009,Callorhinus,ursinus
murray2017a,Canis,latrans
trondrud2021a,Rangifer,tarandus
sagerfradkin2007,Ursus,americanus
conn2012,Phoca,largha
schaub2023,Circus,pygargus
kammerle2021,Tetrao,urogallus
wegner2023,Bos,taurus
sakamoto2009,Phalacrocorax,aristotelis
duni2023,Bos,taurus
vissat2023,NA,NA
gomezlaich2022,Leucocarbo,atriceps
hempstead2017,Capra,hircus
baker2014,Halichoerus,grypus
pearson2017,Lagenorhynchus,obscurus
mahoney2018,Ovis,dalli
ditmer2019,Ursus,americanus
becker2021b,Kobus,ellipsiprymnus
balmer2021,Tursiops,truncatus
walters2014,Mirounga,leonina
shuert2023,Monodon,monoceros
hetem2012a,Oryx,leucoryx
sigrist2022,Cervus,elaphus
patterson2010,Halichoerus,grypus
stoen2022,Ursus,arctos
alvarenga2016b,Ovis,aries
gilbertson2022,Odocoileus,virginianus
mclean2019,Acipenser,transmontanus
delgiudice2018,Alces,alces
sveegaard2015,Phocoena,phocoena
burnside2021a,Chlamydotis,macqueenii
pierce2021,Accipiter,soloensis
photopoulou2014,Halichoerus,grypus
friedemann2020,Buteo,rufinus
newton2015,Rangifer,tarandus
benhamou2014,Panthera,leo
fonseca2022,Balaenoptera,physalus
chisholm2021,Alces,alces
rodriguez2012,Falco,naumanni
delamorena2015,Tetrax,tetrax
cardona2009,Caretta,caretta
perezbarberia2018,Ovis,aries
aronsson2023,Gulo,gulo
bouyoucos2017a,Negaprion,brevirostris
holland2022,Galeocerdo,cuvier
skubel2020,Rachycentron,canadum
hooijmeijer2014,Limosa,limosa
norbu2013,Tragopan,satyra
nykanen2018,Prionace,glauca
sato2013,Mirounga,angustirostris
kikuchi2012,Trichechus,inunguis
holt2017,Orcinus,orca
milling2023,Procyon,lotor
gotz2020,Tursiops,truncatus
tonra2019,Antrostomus,vociferous
benson2020,Dermochelys,coriacea
schloesing2020,Pteropus,lylei
wensveen2015,Megaptera,novaeangliae
guttridge2022,Sphyrna,mokarran
doyle2017,Bubo,scandiacus
payne2015b,Argyrosomus,japonicus
street2021,Alces,alces
strandberg2010,Pandion,haliaetus
sommerfeld2010,Phaethon,rubricauda
elliott2022,Prionace,glauca
silva2015,Tetrax,tetrax
nickel2021,Puma,concolor
ciancio2016,Acanthistius,patachonicus
sapir2011,Merops,apiaster
postlethwaite2013,Trichosurus,vulpecula
cleguer2020,Dugong,dugon
lydersen2020,Balaenoptera,physalus
kortner2015,Dasyurus,maculatus
samarra2015,Orcinus,orca
felix2014,Megaptera,novaeangliae
wenker2022,Bos,taurus
perry2020,Rhincodon,typus
powersi2020,Ardenna,gravis
gardaloud2022,Bos,taurus
cottin2011,Pygoscelis,adeliae
jacoby2022,Sphyrna,lewini
roberts2021,Caretta,caretta
brewster2021,Aetobatus,narinari
johnston2018,Cetorhinus,maximus
gentes2015,Larus,delawarensis
clark2010,Oncorhynchus,nerka
semmens2019,Carcharodon,carcharias
cronin2008,Phoca,vitulina
mcclintock2017a,Erignathus,barbatus
bista2021a,Ailurus,fulgens
vanderkolk2022b,Haematopus,ostralegus
adachi2017,Mirounga,angustirostris
stewart2013,Dermochelys,coriacea
spencer2012,NA,NA
denuijl2017,Canis,lupus
eriksen2009,Canis,lupus
paezrosas2017,Zalophus,wollebaeki
lepage2020,Melanitta,deglandi
calich2018,Sphyrna,mokarran
perona2019,Aquila,fasciata
zeller2016,Puma,concolor
lennox2019a,Salmo,salar
ekstrom2018,Oncorhynchus mykiss,mykiss
bonner2022,Gymnogyps,californianus
decastro2014,Megaptera,novaeangliae
heerah2013,Leptonychotes,weddellii
ndaimani2017,Loxodonta,africana
carlisle2019,Makaira,nigricans
marini2018a,Ovis,aries
shearer2019,Ziphius,cavirostris
sheppard2010,Dugong,dugon
benson2015a,Canis,lupus
friedlaender2021,Megaptera,novaeangliae
wolfson2020,Grus,canadensis
graesli2020a,Alces,alces
kadar2019,Heterodontus,portusjacksoni
pereniguez2022,Epinephelus,marginatus
portelinha2022,Caiman,latirostris
rushen2012a,Bos,taurus
orgeret2021,Diomedea,exulans
cartamil2011,Alopias,vulpinus
chasar2014,Ceratogymna,atrata
hahn2022,Loxodonta,africana
stidsholt2019,Nyctalus,noctula
mckeown2020,Vulpes,vulpes
ripperger2016,Myotis,myotis
vanwalsum2020,Parabuteo,unicinctus
pirotta2018a,Aquila,chrysaetos
shariatinajafabadi2014,Branta,leucopsis
brooks2009,Chelonia,mydas
brischoux2010,Laticauda,laticaudata
harwood2017,Balaena,mysticetus
combrink2017,Crocodylus,niloticus
thorrold2014,Mobula,tarapacana
drouilly2020a,Canis,lupus
sulikowski2020,Carcharhinus,obscurus
akesson2014,Diomedea,exulans
arostegui2020,Alopias,pelagicus
stache2013,Capreolus,capreolus
andrzejaczek2021,Mobula,birostris
havmoller2021,Cebus,capucinus
resheff2022,Fukomys,damarensis
ogun2022,Ovis,aries
bennison2018,Morus,bassanus
campbell2017,Bos,taurus
wright2019,Salmo,salar
handley2018,Pygoscelis,papua
sparkes2014,Canis,lupus
delatorre2021,Elephas,maximus
ydesen2014,Phoca,vitulina
walton2018,Ovis,aries
roshier2021b,Vulpes,vulpes
ovciarikova2020,Milvus,migrans
petersen2015,Somateria,mollissima
kuhn2014b,Callorhinus,ursinus
acciaro2022,Bos,taurus
parsons2014,Canis,lupus
simanungkalit2022,Bos,taurus
huckstadt2020,Megaptera,novaeangliae
schick2013,Mirounga,angustirostris
beumer2020,Ovibos,moschatus
yamaguchi2012b,Pernis ptilorhynchus,ptilorhynchus
moriarty2015a,Martes,caurina
studd2020,Tamiasciurus,hudsonicus
kuhn2020,Callorhinus,ursinus
royer2020,Sphyrna,mokarran
collins2020,Rissa,tridactyla
naughton2018,Oncorhynchus,tshawytscha
tobin2021a,Bos,taurus
osullivan2022,Carcharodon,carcharias
stclair2019,NA,NA
whiting2008,Dugong,dugon
horback2012,Loxodonta,africana
marchand2014b,Ovis,aries
shakeri2021,Oreamnos,americanus
ranglack2022,Cervus,elaphus
ruizsuarez2022,Ovis,aries
blake2009,Loxodonta,cyclotis
mullen2013,NA,NA
masello2023,Columba,palumbus
togunov2017,Ursus,maritimus
skernmauritzen2009,Arctocephalus,pusillus
curk2022,Buteo,lagopus
carroll2014,Eudyptula,minor
lowther2015a,Pygoscelis,antarctica
meynecke2023,Megaptera,novaeangliae
volpov2016,Arctocephalus,pusillus
gutowsky2017b,Salvelinus,confluentus
yeh2021,Chelonia,mydas
bajzak2013,Phoca,vitulina
lovasz2021,Equus,ferus
krofel2010,Ursus,arctos
lalla2020,Rissa,tridactyla
hinke2019,Pygoscelis,antarctica
dokter2018,Branta,bernicla
nolet2016,Anser,albifrons
chimienti2020a,Caretta,caretta
tancell2013,NA,NA
lambertucci2018,Vultur,gryphus
todorov2021,Ursus,arctos
rakhimberdiev2016,Limosa,limosa
manning2017,NA,NA
ferraro2017,Mirounga,angustirostris
charlton2022,Bos,taurus
cardenas2020,Steatornis,caripensis
losier2015,Rangifer,tarandus
sheppard2021,Bison,bison
shafer2012,Oreamnos,americanus
woodroffe2017,NA,NA
hicks2017,Phalacrocorax,aristotelis
clark2016,Larus,delawarensis
stickles2022,Odocoileus,virginianus
recio2013b,Felis,catus
lear2020,Pristis,pristis
sibbald2011,Cervus,elaphus
whitney2016,Carcharhinus,limbatus
thiel2019,Gulo,gulo
noble2016,Odocoileus,hemionus
mcrae2020,Sus,scrofa
wyckoff2012,Sus,scrofa
gervais2020,Capreolus,capreolus
pearson2021,Bos,taurus
hertel2021,Ursus,arctos
mellone2011,Circaetus,gallicus
burgunder2018,Ovis,aries
vanderzanden2016,Caretta,caretta
gutzler2022,Homarus,americanus
mcfarland2013,Chlorocebus,pygerythrus
thomson2018,Chelonia,mydas
grunst2023a,Alle,alle
rinella2011,Bos,taurus
mueller2022,Rangifer,tarandus
gleiss2019,Thunnus,orientalis
verhoeven2021,Limosa,limosa
hoskins2008,Eudyptula,minor
webb2011a,Cervus,elaphus
beirne2021,Loxodonta,cyclotis
aini2015,Elaphas,maximas
burke2020,Pristiophorus,cirratus
lecomte2010,Diomedea,exulans
bosch2020,Sus,scrofa
nicholson2016,Rangifer,tarandus
bjorneraas2012,Alces,alces
zimmer2011,Eudyptula,minor
pech2010,Trichosurus,vulpecula
bethge2009,Ornithorhynchus,anatinus
sur2017,Aquila,chrysaetos
auge2011b,Phocartos,hookeri
bidner2018,Panthera,pardus
cook2007,Phalacrocorax,melanogenis
miguelpacheco2019,Bos,taurus
gu2021,Falco,peregrinus
allen2014b,Canis,lupus
eppley2015,Hapalemur,meridionalis
gaughran2018,Meles,meles
amelineau2021,Numenius,arquata
pearson2019b,Lagenorhynchus,obscurus
hamilton2017,Ursus,maritimus
muthoka2023,Sus,scrofa
byholm2022,Hydroprogne,caspia
illan2017,Pelecanus,erythrorhynchos
otoole2017,Mirounga,leonina
grunst2023b,Alle,alle
deacy2019,Ursus,arctos
veltheim2015,NA,NA
latombe2014,Canis,lupus
tracey2023,Xiphias,gladius
leu2021,Ovis,aries
tracey2016,Thunnus,maccoyii
guttridge2015,Pristis,pectinata
lefebvre2018,Delphinapterus,leucas
young2010,Sula,dactryla
pigeon2020,Canis,lupus
body2014,Rangifer,tarandus
singh2021,Aquila,chrysaetos
palm2022,Rangifer,tarandus
bakermans2022,Antrostomus,vociferus
lopes2021,Hydrochoerus,hydrochaeris
regular2011,Uria,aalge
casey2022,Balaenoptera,bonaerensis
leblond2016b,Rangifer,tarandus
dhaen2019,Giraffa,camelopardalis
karelus2021,Puma,concolor
yee2017,Ursus,maritimus
wilson2015c,Phoca,vitulina
saitua2020,Equus,caballus
weimerskirch2014,Diomedea,exulans
thiem2013,NA,NA
becciu2023,Tyto,alba
machin2015,Pluvialis,apricaria
aikens2022,Odocoileus,hemionus
heit2023a,Odocoileus,virginianus
carneiro2022,Diomedea,exulans
borowik2018,Alces,alces
ballard2019,Pygoscelis,adeliae
larochelle2023,Esox,lucius
friedlaender2013,Megaptera,novaeangliae
heidejorgensen2021,Monodon,monoceros
dunn2017,NA,NA
revelles2008,Caretta,caretta
fournier2019,Progne,subis
bulte2010,Graptemys,geographica
bertrand2021,Rissa,tridactyla
pitman2023,Castor,canadensis
evans2011,Xiphias,gladius
gunner2021b,Panthera,leonina
oestreich2020,Balaenoptera,musculus
tanferna2012,NA,NA
cloyed2021a,Tursiops,truncatus
ding2017,Elaphurus,davidianus
nishiumi2018,Pagrus,major
hoenner2012,Eretmochelys,imbricata
carter2023b,NA,NA
cooper2009,Thalassarche,carteri
ringgenberg2010,Bos,taurus
conenna2019,Lavia,frons
heim2022,Sphyrna,mokarran
thorne2017,Globicephala,macrorhynchus
bjorneraas2010,Alces,alces
mccann2021,NA,NA
cameron2018b,Rangifer,tarandus
wilson2020b,Ovis,aries
shuert2022,Monodon,monoceros
wilson2019,NA,NA
pirinen2020,Equus,caballus
byrne2014a,NA,NA
brownscombe2020,NA,NA
bastillerousseau2016a,Chelonoidis,donfaustoi
schieltz2017,Bos,taurus
augermethe2017,Cerorhinca,monocerata
dzialak2012,Centrocercus,urophasianus
vrieling2022,Bos,taurus
dunford2020,Puma,concolor
claridge2021,Dasyurus,maculatus
ito2013,Procapra,gutturosa
borkhataria2012,Mycteria,americana
alados2022,Bos,taurus
andriolo2014,Megaptera,novaeangliae
park2022,Pygoscelis,adeliae
nielson2013,Cervus,elaphus
harkonen2008,Phoca,hispida
cecchetti2022,Felis,catus
hampton2022,Canis,familiaris
sankar2013,Bos,gaurus
paolini2018,Sus,scrofa
maxwell2016,Anous,stolidus
friedlaender2016,Megaptera,novaeangliae
dwyer2015,Crocodylus,porosus
obbard2012,Ursus,maritimus
pop2012,Ursus,arctos
probo2014,Bos,taurus
hou2023,Bos,taurus
rozhnov2011,Panthera,tigris
skujina2021,Pandion,haliaetus
phillips2018,NA,NA
sponberg2011,Blaberus,discoidalis
thompson2021a,Panthera,onca
poessel2016,Aquila,chrysaetos
edwards2021,Parahyaena,brunnea
jeantet2022,Chelonia,mydas
russell2015,Halichoerus,grypus
thiebault2013,Morus,capensis
edmunds2016,Odocoileus,virginianus
sexson2014,Somateria,fischeri
rogers2015,Isurus,oxyrinchus
ban2018,Cuculus,canorus
papastamatiou2015a,Carcharhinus,melanopterus
wells2013,Globicephala,macrohynchus
lee2015,Pygoscelis,papua
simoni2023,Bos,taurus
beirne2019,Loxodonta,cyclotis
zenone2020,Palinurus,elephas
godley2010,Chelonia,mydas
loreti2020,Conolophus,marthae
rudd2021,Cetorhinus,maximus
kneebone2018,Carcharias,taurus
eikelboom2020,Bos,taurus
simanungkalit2021,Bos,taurus
demonte2012,Fregata,minor
altamimi2019,Rattus,norvegicus domestica
mikkelsen2016,Phocoena,phocoena
wesley2012,Bos,taurus
fogarty2022,Ovis,aries
corrigan2018,Isurus,oxyrinchus
buechley2021,Neophron percnopterus,percnopterus
stemarie2022a,Somniosus,microcephalus
gao2013,Homo,sapiens
brown2014a,Tamandua,mexicana
tremblay2009,Mirounga,angustirostris
iverson2011,Anas,crecca
marchand2014a,Ovis,aries musimon
rohner2022,Kajikia,audax
iverson2020,Caretta,caretta
dmitrieva2016,Pusa,caspica
adret2018,Plecturocebus,donacophilus
iqbal2021,Bos,taurus
kays2011,Ramphastos,sulfuratus
stemarie2022b,Alle,alle
hayward2011,Petrogale,xanthopus
wolfe2018,Pseudonaja,affinis
davenport2012,Neochen,jubata
